capacity_output [kW],power_input [kW],condenser_water_temperature [DEG C],condenser_water_flow_rate [percent],evaporator_water_return_temperature [DEG C],evaporator_water_supply_temperature [DEG C],evaporator_water_flow_rate [percent]
11.44653061,6.306177649,30.58295131,0.989795918,15.56207902,8.482516118,0.948553801
11.44653061,6.303663535,30.92674823,0.993877551,14.93480852,8.00518298,0.946681346
11.44653061,6.301076963,28.90425131,0.997959184,13.81940909,7.892266495,0.95332373
11.44653061,6.29841765,27.00741017,1.002040816,13.98782622,8.480980208,0.968350531
11.44653061,6.295685314,30.19652542,1.006122449,13.93117531,7.913263288,1.005988216
11.44653061,6.292879673,28.00536162,1.010204082,14.08474744,8.649568866,0.960834086
11.44653061,6.290000444,28.08920358,1.014285714,14.39187914,8.1939758,0.936721168
11.44653061,6.287047346,29.73450676,1.018367347,14.53399443,8.093279666,0.974776602
11.44653061,6.284020096,31.33015718,1.02244898,14.53789066,8.563000828,0.944304936
11.44653061,6.280918412,25.95838288,1.026530612,13.56880293,8.680949758,0.983040761
11.44653061,6.277742012,29.33442973,1.030612245,12.99518963,8.507478702,0.864725944
11.44653061,6.274490614,31.56949463,1.034693878,14.13750933,7.993779291,0.960645397
11.44653061,6.271163935,27.87734753,1.03877551,13.75834573,8.490766799,0.939062297
11.44653061,6.267761693,31.11550298,1.042857143,12.37745463,8.076784019,0.965542297
11.44653061,6.264283607,25.45741831,1.046938776,13.46162548,7.997182382,0.933337228
11.44653061,6.260729393,30.99747179,1.051020408,14.25115899,7.947032929,1.008552889
11.44653061,6.25709877,25.84752416,1.055102041,14.92772379,8.800022021,1.068280276
11.44653061,6.253391455,32.13368506,1.059183673,12.65529066,8.037799244,0.953516431
11.44653061,6.249607167,29.11712361,1.063265306,14.44391649,8.122824653,1.049763253
11.44653061,6.245745623,30.80461633,1.067346939,14.69410328,8.229057863,0.977189451
11.44653061,6.24180654,30.33004367,1.071428571,12.96747151,8.056873115,0.975476335
11.44653061,6.237789638,31.32012212,1.075510204,14.19929927,8.387440624,0.979267795
11.44653061,6.233694633,29.46876826,1.079591837,14.6839791,8.835997337,0.968859566
11.44653061,6.229521243,32.72286288,1.083673469,12.06371237,8.45755788,0.944806249
11.44653061,6.225269186,30.90796345,1.087755102,13.81244283,8.425432866,0.966866936
11.44653061,6.22093818,25.90111853,1.091836735,14.3075212,8.577934616,0.987245889
11.44653061,6.216527943,27.53216459,1.095918367,14.57149147,8.611815772,1.066772564
11.44653061,6.212038193,31.80519793,1.1,13.83471632,8.224489741,0.922230137
12.24979592,6.472570055,29.73798363,0.9,14.84649494,8.141109461,0.944871461
12.24979592,6.4715585,30.98427187,0.904081633,14.42282447,8.339403609,0.976899638
12.24979592,6.470479349,30.11207256,0.908163265,13.26611325,8.465430628,0.988172533
12.24979592,6.469332314,29.66648445,0.912244898,14.16801624,8.250065491,0.984178161
12.24979592,6.468117107,31.10519462,0.916326531,13.03555719,8.040439373,0.999388764
12.24979592,6.46683344,27.70043466,0.920408163,13.62611785,7.9319814,0.798309364
12.24979592,6.465481026,29.40891447,0.924489796,13.49155263,8.302512344,0.942770388
12.24979592,6.464059577,30.70422979,0.928571429,12.81102049,8.794633039,0.972645799
12.24979592,6.462568804,30.1561174,0.932653061,14.31327092,8.869650686,0.908932582
12.24979592,6.461008419,27.93215563,0.936734694,12.77364705,8.512299993,1.058734004
12.24979592,6.459378136,30.66768865,0.940816327,14.32608928,8.209505571,0.997006917
12.24979592,6.457677665,26.7550687,0.944897959,15.11095914,7.933936862,1.020034466
12.24979592,6.455906718,33.26388004,0.948979592,14.19530505,8.646366281,0.883987913
12.24979592,6.454065009,28.05250272,0.953061224,14.92002007,8.000532839,0.817279905
12.24979592,6.452152249,25.39701107,0.957142857,13.432767,7.600748259,0.955413792
12.24979592,6.45016815,30.07171906,0.96122449,14.96594782,8.539257282,0.912336838
12.24979592,6.448112424,28.65944484,0.965306122,13.12856082,8.225517972,0.981251865
12.24979592,6.445984783,31.65683086,0.969387755,13.04862654,8.801202575,1.040135339
12.24979592,6.44378494,28.41102831,0.973469388,13.47442797,7.934281012,0.984039372
12.24979592,6.441512606,27.91487552,0.97755102,13.8783636,8.315850615,0.931123903
12.24979592,6.439167493,29.28088999,0.981632653,13.49060321,8.377938525,0.959626506
12.24979592,6.436749314,28.40379487,0.985714286,14.71379469,8.54261694,1.047168436
12.24979592,6.43425778,30.29890295,0.989795918,15.03390879,7.973784233,1.07082592
12.24979592,6.431692604,30.41436155,0.993877551,14.43758112,8.390051728,0.969960795
12.24979592,6.429053498,28.54589965,0.997959184,14.41016833,8.366221087,0.948207487
12.24979592,6.426340174,28.60724201,1.002040816,16.02611599,8.136543923,1.013750685
12.24979592,6.423552343,27.84138575,1.006122449,13.86296603,8.431422875,1.002292542
12.24979592,6.420689719,30.65085211,1.010204082,14.10650992,8.113031345,0.922665013
12.24979592,6.417752012,31.21931843,1.014285714,13.70571758,8.180077956,0.986885881
12.24979592,6.414738936,25.65887654,1.018367347,14.73662027,8.37466905,1.030546127
12.24979592,6.411650202,28.48078761,1.02244898,12.83614062,8.223333085,1.05818385
12.24979592,6.408485522,29.35062926,1.026530612,14.65370834,8.522235121,0.913683419
12.24979592,6.405244608,30.25606123,1.030612245,12.81769987,8.472867581,0.926608353
12.24979592,6.401927173,26.23016695,1.034693878,12.97312277,8.256108177,0.99397293
12.24979592,6.398532929,29.42408062,1.03877551,13.32179368,8.158564331,0.988764149
12.24979592,6.395061586,29.7906402,1.042857143,13.89779543,8.481414272,0.934755987
12.24979592,6.391512859,27.9911082,1.046938776,15.47328952,8.393705414,1.033504072
12.24979592,6.387886458,30.73586556,1.051020408,14.9888563,8.158049485,0.931890933
12.24979592,6.384182096,25.87622239,1.055102041,13.77015382,7.741816513,0.963457411
12.24979592,6.380399485,30.87331301,1.059183673,13.02284269,8.211862601,0.984611129
12.24979592,6.376538337,28.34812426,1.063265306,14.46920445,8.150748716,1.03192552
12.24979592,6.372598364,30.11781131,1.067346939,15.265001,8.556125097,1.041884038
12.24979592,6.368579278,26.56130024,1.071428571,12.58809347,8.466494259,0.908528978
12.24979592,6.364480791,29.89515102,1.075510204,13.92941146,9.058379445,0.914689359
12.24979592,6.360302615,31.20379412,1.079591837,14.0893495,8.838718438,1.001060617
12.24979592,6.356044462,28.60439379,1.083673469,15.66290331,8.621326436,1.022409533
12.24979592,6.351706045,28.19855578,1.087755102,13.77380325,8.517433264,1.063826776
12.24979592,6.347287076,29.10004578,1.091836735,12.64233724,8.164440686,1.01448908
12.24979592,6.342787266,30.29586761,1.095918367,15.083698,8.400408028,0.99392999
12.24979592,6.338206327,30.03562287,1.1,14.30014402,9.000214811,1.005598847
13.05306122,6.581351441,25.16263844,0.9,14.54625142,8.639789234,1.020668348
13.05306122,6.580322885,31.88366213,0.904081633,14.17885814,8.177379318,0.930767501
13.05306122,6.579225597,28.14471245,0.908163265,13.3086713,7.976243121,0.964504076
13.05306122,6.578059284,30.37921213,0.912244898,13.62805187,7.664390099,0.954912934
13.05306122,6.576823654,26.9449176,0.916326531,13.00351507,8.172901875,0.99826994
13.05306122,6.575518414,27.30471662,0.920408163,13.78002387,8.819342686,1.059005697
13.05306122,6.57414327,28.75593396,0.924489796,15.09865374,8.246218058,1.0388934
13.05306122,6.572697931,30.27814379,0.928571429,13.30040992,8.059991026,1.004777935
13.05306122,6.571182103,28.74781936,0.932653061,13.94411518,8.515512826,0.890993628
13.05306122,6.569595494,27.68467313,0.936734694,13.94976731,7.549029296,1.010954144
13.05306122,6.567937811,31.34266142,0.940816327,12.94923689,7.898504729,0.981266024
13.05306122,6.566208761,28.8297921,0.944897959,14.7325227,8.351497464,1.073307428
13.05306122,6.564408052,31.13467504,0.948979592,12.64837406,8.151093131,1.000128575
13.05306122,6.56253539,28.88268574,0.953061224,15.98123677,8.27714128,0.941728862
13.05306122,6.560590483,30.83870921,0.957142857,14.0103774,8.278568633,0.999015961
13.05306122,6.558573038,28.93036121,0.96122449,13.50438297,8.459780782,0.976837246
13.05306122,6.556482762,25.75503414,0.965306122,13.07580059,8.28832146,1.045701434
13.05306122,6.554319363,28.73398906,0.969387755,12.9641866,8.113852927,0.912419056
13.05306122,6.552082548,33.16400773,0.973469388,12.55668058,8.226197473,1.027881683
13.05306122,6.549772024,28.8047024,0.97755102,14.91822723,8.368040339,1.07459391
13.05306122,6.547387498,30.47998847,0.981632653,12.91294407,8.833451953,0.956458989
13.05306122,6.544928678,30.99404351,0.985714286,14.42608491,8.740199967,0.941674384
13.05306122,6.54239527,24.11484567,0.989795918,14.68823214,8.643260672,1.012997717
13.05306122,6.539786982,27.88468161,0.993877551,14.06294279,8.461811562,0.980659892
13.05306122,6.537103522,29.84836823,0.997959184,14.20508706,8.758976633,0.963539859
13.05306122,6.534344596,28.31052093,1.002040816,15.0274869,8.742213063,1.053946445
13.05306122,6.531509912,28.9958767,1.006122449,13.62803916,8.409836459,0.963040331
13.05306122,6.528599177,26.90850522,1.010204082,13.83568749,8.06353679,0.986979012
13.05306122,6.525612098,28.31897205,1.014285714,17.29125328,8.387655468,0.999748313
13.05306122,6.522548382,27.44793821,1.018367347,14.30107631,8.385302069,0.994719142
13.05306122,6.519407737,27.38260175,1.02244898,12.52471159,8.590676624,0.97930902
13.05306122,6.51618987,27.288071,1.026530612,13.56931005,8.313205245,1.007986283
13.05306122,6.512894488,26.91501788,1.030612245,14.99329986,8.698745536,0.965363283
13.05306122,6.509521298,26.24236175,1.034693878,13.70360064,7.898360992,0.92730495
13.05306122,6.506070008,30.63885869,1.03877551,15.48868914,7.744830199,0.983268782
13.05306122,6.502540325,26.30116952,1.042857143,12.90311677,8.390174483,1.082186508
13.05306122,6.498931955,28.51223294,1.046938776,15.34257693,8.445167885,0.960310476
13.05306122,6.495244607,27.71624785,1.051020408,15.42406973,8.207774689,1.003225438
13.05306122,6.491477988,30.54798389,1.055102041,13.32239747,9.110780073,0.982025143
13.05306122,6.487631804,33.60716576,1.059183673,14.58927488,8.297657791,0.9519991
13.05306122,6.483705764,28.70818611,1.063265306,14.3564047,9.068198455,0.969108831
13.05306122,6.479699573,28.10912977,1.067346939,13.80431157,8.585207886,0.95544849
13.05306122,6.47561294,31.05984286,1.071428571,14.54378288,8.691224659,0.900995347
13.05306122,6.471445572,27.77102348,1.075510204,13.54309813,8.469368906,1.001849874
13.05306122,6.467197176,30.22223904,1.079591837,14.15103931,8.184734014,0.960203452
13.05306122,6.462867459,31.98895975,1.083673469,13.63367019,8.310668134,0.99463109
13.05306122,6.458456128,24.51957613,1.087755102,12.80230389,8.135745053,0.980401068
13.05306122,6.453962891,29.67413858,1.091836735,13.84602998,8.435782675,0.968566496
13.05306122,6.449387454,27.42074512,1.095918367,15.11865322,8.921320582,0.933084448
13.05306122,6.444729526,32.71248374,1.1,15.11141871,8.508898472,0.971660699
13.85632653,6.672429225,33.12430818,0.9,11.57037865,8.524811371,0.972539639
13.85632653,6.671386435,27.25519527,0.904081633,13.86387029,8.272295094,0.960459932
13.85632653,6.670273962,31.39910095,0.908163265,14.66278031,7.944031111,0.952537244
13.85632653,6.669091509,29.49484107,0.912244898,14.38030839,8.241126529,0.994648327
13.85632653,6.667838779,28.93486062,0.916326531,13.17529135,8.231209858,1.128597955
13.85632653,6.666515476,26.94836474,0.920408163,14.42771116,8.251341024,1.045071174
13.85632653,6.665121302,29.96770512,0.924489796,13.31192911,8.549717376,0.993641707
13.85632653,6.663655961,26.64629877,0.928571429,13.77895829,8.172543786,0.932993406
13.85632653,6.662119156,28.552768,0.932653061,15.00313123,8.544340424,0.933167647
13.85632653,6.66051059,30.52406416,0.936734694,13.92858205,8.376945646,0.947648773
13.85632653,6.658829967,27.20253968,0.940816327,15.11851941,8.28165911,0.922469674
13.85632653,6.657076989,28.9001633,0.944897959,12.78278327,8.999274608,0.916191533
13.85632653,6.65525136,29.12313216,0.948979592,14.25848393,8.705849598,0.969732465
13.85632653,6.653352783,28.96630976,0.953061224,14.36173215,8.576601229,1.000922996
13.85632653,6.65138096,29.85811837,0.957142857,15.98519273,8.611727167,0.973659634
13.85632653,6.649335597,27.26871183,0.96122449,12.54985603,8.414397243,0.949618824
13.85632653,6.647216394,28.78263419,0.965306122,15.20231333,7.924880877,0.919004334
13.85632653,6.645023056,29.15375083,0.969387755,14.61879082,8.258060203,1.04642004
13.85632653,6.642755286,28.81787386,0.973469388,15.4234644,8.120832461,0.984007867
13.85632653,6.640412787,27.46136562,0.97755102,13.5079544,8.554783683,0.928967904
13.85632653,6.637995263,32.60543724,0.981632653,14.9630542,8.221487042,0.966398254
13.85632653,6.635502415,25.1071414,0.985714286,13.77497577,8.357527299,1.125282011
13.85632653,6.632933948,26.71305454,0.989795918,11.52554241,8.34840348,1.051058705
13.85632653,6.630289565,25.67322978,0.993877551,13.7678127,8.723758952,1.025524414
13.85632653,6.627568969,31.58154076,0.997959184,13.63344903,8.171726493,0.978060846
13.85632653,6.624771863,32.22456213,1.002040816,12.20247255,8.419068652,0.99807634
13.85632653,6.621897951,29.71327477,1.006122449,15.4084773,8.145967041,0.973116953
13.85632653,6.618946934,29.02084865,1.010204082,14.2756332,8.721056425,1.015320042
13.85632653,6.615918518,28.4248192,1.014285714,14.66832274,8.033875973,0.966103605
13.85632653,6.612812404,29.35569166,1.018367347,15.04744554,8.590814629,1.00198335
13.85632653,6.609628296,27.49992933,1.02244898,14.04780987,8.021496823,0.963999769
13.85632653,6.606365898,27.14724366,1.026530612,13.84901907,8.452314817,0.96630457
13.85632653,6.603024912,28.16121209,1.030612245,13.46138808,8.187008794,0.942485041
13.85632653,6.599605041,30.17027105,1.034693878,14.96401616,8.702204938,0.962741741
13.85632653,6.59610599,26.73534233,1.03877551,13.74658191,8.819897188,0.902506266
13.85632653,6.59252746,29.43292865,1.042857143,15.0064197,8.312305309,0.942174606
13.85632653,6.588869155,29.97026259,1.046938776,15.73129418,8.118873234,0.903822156
13.85632653,6.585130779,29.67904522,1.051020408,13.07082011,8.614367533,1.01428968
13.85632653,6.581312034,28.46867566,1.055102041,13.83245121,8.405617772,0.970485951
13.85632653,6.577412624,28.01479917,1.059183673,14.10332472,8.332971022,0.888059983
13.85632653,6.573432252,28.94364216,1.063265306,12.32997439,8.098079057,0.946828007
13.85632653,6.569370621,29.88168682,1.067346939,12.8897902,8.451693499,0.98279953
13.85632653,6.565227434,28.77102548,1.071428571,15.55757435,8.809205614,1.000664672
13.85632653,6.561002394,29.15501158,1.075510204,14.01861183,8.151271829,1.032876124
13.85632653,6.556695205,30.40071645,1.079591837,14.51930625,8.406963424,0.999533536
13.85632653,6.55230557,26.15943277,1.083673469,15.41907323,8.815115888,1.064038988
13.85632653,6.547833192,28.49796092,1.087755102,14.7369837,8.250686134,0.944492319
13.85632653,6.543277774,31.84583678,1.091836735,13.621836,8.462889604,1.086805151
13.85632653,6.53863902,28.6637564,1.095918367,15.42008726,8.2264102,0.952223031
13.85632653,6.533916631,31.38943251,1.1,13.09394978,8.359563428,1.007380506
14.65959184,6.748161193,26.74017122,0.9,14.03253812,8.574530783,0.909145559
14.65959184,6.747106568,33.18595497,0.904081633,14.44636897,7.943054802,0.927195559
14.65959184,6.745981468,31.61973791,0.908163265,15.30828932,8.103090701,0.944848574
14.65959184,6.744785594,25.88425875,0.912244898,13.24193485,8.658353113,0.968844461
14.65959184,6.743518646,30.54891261,0.916326531,12.64642943,8.476980678,1.039284752
14.65959184,6.742180323,31.05827845,0.920408163,12.32087386,8.975356491,0.962652228
14.65959184,6.740770325,28.66740264,0.924489796,14.23958249,8.315327268,0.971490816
14.65959184,6.739288353,28.89192064,0.928571429,14.39081273,8.561130904,0.99918383
14.65959184,6.737734105,28.4038198,0.932653061,12.95878904,7.585229376,0.941302334
14.65959184,6.736107282,28.86554366,0.936734694,11.83542318,8.737689214,0.913740324
14.65959184,6.734407584,26.32272525,0.940816327,14.52418128,8.261696928,0.961985255
14.65959184,6.73263471,32.54639873,0.944897959,14.85337274,8.211324674,1.001297813
14.65959184,6.73078836,27.68644248,0.948979592,15.98731654,8.668065161,0.985752864
14.65959184,6.728868234,30.69847618,0.953061224,13.36083854,8.147746929,0.958306623
14.65959184,6.726874031,31.12361118,0.957142857,13.87985279,8.014078476,0.96353001
14.65959184,6.724805453,29.4096617,0.96122449,16.50679349,8.471618326,0.982172298
14.65959184,6.722662197,28.29642131,0.965306122,14.78358254,8.185999259,0.969327476
14.65959184,6.720443965,26.51812411,0.969387755,14.75842565,8.432588277,0.945133842
14.65959184,6.718150456,30.17077227,0.973469388,14.8654516,8.052939666,0.987089213
14.65959184,6.71578137,30.2735368,0.97755102,14.87055553,8.440720652,1.032693008
14.65959184,6.713336406,29.59209356,0.981632653,15.34246876,8.783223584,0.915729942
14.65959184,6.710815265,29.24706701,0.985714286,13.07215203,8.521573361,0.970790241
14.65959184,6.708217646,28.32247837,0.989795918,13.8554389,8.598394616,0.961720794
14.65959184,6.705543249,28.22306044,0.993877551,13.50984175,8.293965409,0.968288423
14.65959184,6.702791774,26.27453264,0.997959184,14.65179982,8.090158961,0.935584338
14.65959184,6.699962921,28.84850117,1.002040816,16.81361169,8.143526389,0.987607914
14.65959184,6.69705639,27.13502659,1.006122449,13.77879678,7.630107895,0.95370416
14.65959184,6.694071879,27.80312036,1.010204082,12.37665272,8.519982185,1.081906002
14.65959184,6.69100909,28.57354358,1.014285714,13.92768494,8.402214654,0.931226496
14.65959184,6.687867722,31.05185041,1.018367347,14.76535022,8.24838477,1.039912812
14.65959184,6.684647475,30.91358407,1.02244898,13.44053639,8.006450171,0.975130427
14.65959184,6.681348048,26.10572459,1.026530612,14.13422976,8.6496321,0.897397297
14.65959184,6.677969142,28.27549462,1.030612245,14.13686414,8.391572682,1.021074714
14.65959184,6.674510456,31.66191111,1.034693878,13.61909569,7.984922236,0.97555449
14.65959184,6.67097169,27.77534959,1.03877551,14.33830897,8.591308151,0.931467867
14.65959184,6.667352544,28.9913558,1.042857143,15.57113916,8.836092571,0.987442587
14.65959184,6.663652718,31.57385799,1.046938776,15.89094268,8.298220923,1.001190231
14.65959184,6.659871911,25.87917015,1.051020408,13.0449329,8.869630806,0.950776594
14.65959184,6.656009824,30.4209066,1.055102041,13.79850748,8.38760178,0.930256561
14.65959184,6.652066155,26.31052857,1.059183673,12.82223917,8.292829269,0.991675077
14.65959184,6.648040606,29.33393917,1.063265306,14.6808681,8.676295056,0.992220846
14.65959184,6.643932875,27.37372689,1.067346939,14.51771579,8.063435896,0.969535344
14.65959184,6.639742663,31.17063633,1.071428571,15.35360613,8.357550554,0.998043295
14.65959184,6.63546967,27.98837903,1.075510204,12.71350272,8.423057767,0.922205816
14.65959184,6.631113594,29.96420711,1.079591837,12.99799574,8.194409145,0.999945838
14.65959184,6.626674137,31.13279922,1.083673469,13.69167017,8.394185262,0.922029757
14.65959184,6.622150997,28.51757614,1.087755102,14.62716901,8.543217744,0.96265608
14.65959184,6.617543875,28.66737231,1.091836735,15.65675076,7.939455877,0.928454376
14.65959184,6.612852471,30.30828755,1.095918367,13.3660642,8.875395976,1.006046256
14.65959184,6.608076484,32.38462132,1.1,13.27226456,8.08326424,1.035015355
15.46285714,6.810905133,31.29306545,0.9,15.80157862,8.227440052,1.002874868
15.46285714,6.809840701,27.97385579,0.904081633,12.33411981,9.222828123,0.947168634
15.46285714,6.80870514,29.71694533,0.908163265,14.45061475,8.309740852,0.955425551
15.46285714,6.807498147,28.0408663,0.912244898,13.82274302,8.40787432,1.051691118
15.46285714,6.806219419,28.99614241,0.916326531,15.27885515,8.157502975,0.995353522
15.46285714,6.804868653,30.34670825,0.920408163,13.55042925,8.102751755,0.977701937
15.46285714,6.803445545,30.50518392,0.924489796,15.21134007,8.241982205,0.951928146
15.46285714,6.801949793,29.48792785,0.928571429,13.82520775,8.082888883,0.967835529
15.46285714,6.800381094,31.71147676,0.932653061,13.66997889,8.308841658,0.931156761
15.46285714,6.798739145,25.78559569,0.936734694,16.39412201,7.991045115,0.946157486
15.46285714,6.797023643,27.89589182,0.940816327,14.10482159,8.176484346,0.95170688
15.46285714,6.795234285,28.56118189,0.944897959,13.15895777,8.626545211,1.024083225
15.46285714,6.793370767,25.93039453,0.948979592,15.00528407,8.466289357,1.068825083
15.46285714,6.791432788,30.80028803,0.953061224,15.24520781,8.396539417,0.951369502
15.46285714,6.789420044,27.66627848,0.957142857,14.40705261,8.387744205,0.860577889
15.46285714,6.787332232,28.77047001,0.96122449,15.00030389,7.927362529,1.003459241
15.46285714,6.785169048,31.83882698,0.965306122,15.0076372,8.019482101,0.882443574
15.46285714,6.782930191,25.30271109,0.969387755,14.02836519,8.496155743,0.919567916
15.46285714,6.780615357,29.99760798,0.973469388,12.71744318,7.795961018,0.980945672
15.46285714,6.778224243,30.90801558,0.97755102,14.10099315,8.797915083,0.954117212
15.46285714,6.775756547,27.60438663,0.981632653,11.92375371,7.510496846,1.017851178
15.46285714,6.773211964,29.6649259,0.985714286,16.31492014,8.194605685,1.015405716
15.46285714,6.770590193,30.66976978,0.989795918,13.15684918,8.400621386,1.005842995
15.46285714,6.76789093,28.03758909,0.993877551,13.10156987,7.800728143,0.993558573
15.46285714,6.765113872,26.54500845,0.997959184,13.66460387,8.590831275,0.927600903
15.46285714,6.762258716,30.64554063,1.002040816,13.78399129,8.240560968,0.99582125
15.46285714,6.75932516,28.10478976,1.006122449,14.74746206,8.862069147,1.022909914
15.46285714,6.7563129,26.4945371,1.010204082,16.02059905,8.50900242,0.927299087
15.46285714,6.753221633,29.47080671,1.014285714,15.53175426,8.347479662,1.065553441
15.46285714,6.750051057,29.56631653,1.018367347,14.92996993,7.89284286,0.959895115
15.46285714,6.746800868,27.32842957,1.02244898,14.85450214,8.374646549,0.962179782
15.46285714,6.743470764,31.51158409,1.026530612,13.50270221,8.557135871,1.039822085
15.46285714,6.740060441,32.41638972,1.030612245,14.59278779,8.37169037,1.007933008
15.46285714,6.736569596,32.05333953,1.034693878,13.99653458,8.249522726,0.993603674
15.46285714,6.732997927,31.10179462,1.03877551,14.13091271,8.509737013,0.930760886
15.46285714,6.72934513,26.38440192,1.042857143,14.21671691,8.430306987,0.94865122
15.46285714,6.725610903,26.66345749,1.046938776,13.98156068,8.139141057,1.004188994
15.46285714,6.721794943,31.43407184,1.051020408,13.02934673,8.785370775,0.955241582
15.46285714,6.717896946,27.58706,1.055102041,13.61539962,8.551641873,0.960082424
15.46285714,6.71391661,27.01314615,1.059183673,13.26148696,8.586919621,1.040963809
15.46285714,6.709853631,30.45307792,1.063265306,13.17481349,8.489888902,1.059042673
15.46285714,6.705707707,31.93275016,1.067346939,15.8835495,8.326488094,1.048345961
15.46285714,6.701478535,29.16338709,1.071428571,13.55019048,8.736731303,0.975995003
15.46285714,6.697165811,29.20671842,1.075510204,12.71175567,7.959693808,1.036380879
15.46285714,6.692769233,28.54081024,1.079591837,13.51937168,8.490765473,1.003502519
15.46285714,6.688288498,26.85855359,1.083673469,14.221668,8.368110913,0.998339067
15.46285714,6.683723302,28.68124908,1.087755102,14.18717101,8.365463038,0.927097284
15.46285714,6.679073344,32.59363182,1.091836735,15.37122177,8.545316245,1.030242147
15.46285714,6.674338319,29.55018269,1.095918367,11.69343543,8.007933644,0.943548552
15.46285714,6.669517925,26.59210564,1.1,13.33134105,8.381894683,0.997427714
16.26612245,6.863018829,27.73774398,0.9,15.16638117,8.524315276,1.117290637
16.26612245,6.861946253,26.22830991,0.904081633,12.44818606,8.559839793,0.961357002
16.26612245,6.860802004,28.05250715,0.908163265,14.8834858,8.438982837,0.949707208
16.26612245,6.859585775,29.02663604,0.912244898,15.02805219,8.969902909,0.984647562
16.26612245,6.858297263,24.91559328,0.916326531,12.6794661,8.239819093,0.943459594
16.26612245,6.856936161,29.59968624,0.920408163,14.86579451,8.232168168,0.944867983
16.26612245,6.855502164,30.38584905,0.924489796,13.40230937,8.587321367,0.904401746
16.26612245,6.853994968,31.68943933,0.928571429,14.19156127,7.972341824,0.928435575
16.26612245,6.852414266,27.88947462,0.932653061,13.6121028,8.437286193,1.064730179
16.26612245,6.850759754,29.40165954,0.936734694,13.79844415,8.465471354,0.9624216
16.26612245,6.849031125,28.65263534,0.940816327,13.10074342,8.476868069,1.075083851
16.26612245,6.847228076,28.19722586,0.944897959,13.99927372,8.100823509,0.959012211
16.26612245,6.8453503,30.04436989,0.948979592,14.78545269,7.99692096,0.894820866
16.26612245,6.843397492,27.6418612,0.953061224,15.67549507,8.61150912,0.994049587
16.26612245,6.841369347,31.01430181,0.957142857,13.63102791,8.57983018,0.930226389
16.26612245,6.83926556,28.00565904,0.96122449,15.07291798,8.405001625,1.016940372
16.26612245,6.837085825,28.7480356,0.965306122,14.51759607,8.493368661,0.977092452
16.26612245,6.834829838,34.05800377,0.969387755,13.4519474,8.334382861,0.96653552
16.26612245,6.832497292,31.6917937,0.973469388,14.26862284,8.633123289,1.00152081
16.26612245,6.830087882,29.76417941,0.97755102,13.62540019,8.297112332,0.940876894
16.26612245,6.827601304,30.61664752,0.981632653,12.6320227,7.945617044,0.98632466
16.26612245,6.825037251,28.9366036,0.985714286,14.80729334,8.41418756,0.992648336
16.26612245,6.822395419,26.60718944,0.989795918,14.91015969,8.247699459,0.9553905
16.26612245,6.819675503,30.22584926,0.993877551,12.69539437,8.056537735,0.971775942
16.26612245,6.816877196,30.20177586,0.997959184,14.78671171,8.256677182,0.989737233
16.26612245,6.814000194,31.16655416,1.002040816,13.12307929,7.809981799,0.923918
16.26612245,6.811044192,28.56328662,1.006122449,14.15120673,8.595629323,0.968536193
16.26612245,6.808008884,29.77995483,1.010204082,13.50296633,8.807612749,1.088953188
16.26612245,6.804893964,33.2412655,1.014285714,14.87830059,8.340831157,0.950425843
16.26612245,6.801699128,31.04950576,1.018367347,14.35366801,8.563329997,0.956717367
16.26612245,6.79842407,27.71372042,1.02244898,12.9421345,8.274143943,0.896515551
16.26612245,6.795068486,28.51951918,1.026530612,13.21438551,8.630490377,0.994108536
16.26612245,6.791632068,25.7881394,1.030612245,14.65801124,8.077723636,0.964422546
16.26612245,6.788114514,28.94164147,1.034693878,14.59088651,8.216259809,0.915645361
16.26612245,6.784515516,26.34426491,1.03877551,14.2595038,8.153593523,1.005113054
16.26612245,6.78083477,30.1784319,1.042857143,13.82567755,8.274695404,0.956037114
16.26612245,6.77707197,27.41854118,1.046938776,13.46623101,8.229183933,0.966217214
16.26612245,6.773226812,30.25052524,1.051020408,15.64265228,7.889253085,0.988599843
16.26612245,6.76929899,25.98897239,1.055102041,13.015962,7.834974687,0.951052229
16.26612245,6.765288198,28.82370935,1.059183673,13.91403807,8.790562206,0.988813853
16.26612245,6.761194131,28.9798708,1.063265306,14.71657055,7.660048455,0.976384541
16.26612245,6.757016485,27.77736263,1.067346939,13.23460397,8.219960439,0.899422957
16.26612245,6.752754953,33.04443635,1.071428571,14.61519266,8.634880425,1.026191713
16.26612245,6.74840923,29.67692008,1.075510204,14.82645516,8.371917155,1.01698959
16.26612245,6.743979012,29.48317505,1.079591837,14.70383685,8.77115398,0.959267844
16.26612245,6.739463992,27.27721097,1.083673469,12.65244897,8.076808482,1.054681509
16.26612245,6.734863866,27.30502925,1.087755102,12.75202075,8.571682231,0.991620119
16.26612245,6.730178328,27.15397945,1.091836735,13.15931208,8.676011254,1.044927817
16.26612245,6.725407074,30.67054936,1.095918367,15.11804968,7.997276527,1.016664687
16.26612245,6.720549796,27.99888903,1.1,14.33444316,7.976552997,1.042929935
17.06938776,6.90686007,30.19478043,0.9,14.61837908,8.364353722,1.025594129
17.06938776,6.905780642,32.02763524,0.904081633,15.20055468,8.760422233,0.987035267
17.06938776,6.904629083,28.86398186,0.908163265,13.44713228,8.112518248,0.949748796
